name,code
Lyclear SprayAway,9640301000001105
Lyflex,9502601000001103
Lymphoglobuline,9513601000001107
Lynlor,11717101000001101
Lynparza,12467301000001105
Lyrica,9513701000001102
Lyrinel XL,9513801000001106
LysaKare,226791000001106
Lysodren,9468601000001108
Lysovir,9490901000001100
Lythrin,9637901000001108
Lyumjev,227391000001107
Lyumjev Junior KwikPen,227891000001102
Lyumjev KwikPen,227881000001104
Lyumjev Tempo Pen,94531000001107
Lyxumia,11707901000001101
M-M-R II,12882001000001100
M-M-RVAXPRO,9896101000001109
Maalox,9479301000001102
Maalox Plus,9513901000001100
Maalox TC,9468701000001103
MabCampath,9525601000001104
Mabron,9525701000001109
MabThera,9468801000001107
Macilax,12092901000001104
Mackenzies,9575101000001107
Macrobid,9525801000001100
Macrodantin,9458001000001109
Macroherm,11472601000001107
Macugen,9479401000001105
MacuLEH Light,12735001000001100
Macusan,11472101000001103
MacuShield,10979301000001103
MacuShield Gold,12618301000001108
Madopar,9458101000001105
Madopar CR,9491001000001109
Maexeni,12094601000001102
Mafamoz,11978701000001101
MagnaCarb,552961000001109
MagnaOx,13277301000001109
Magnapen,9458201000001103
MagnaPhate,10374401000001103
MagnaPhos,13033301000001105
Magnaspartate,12874901000001101
Magnesite,11708001000001104
MagnEss,13087001000001108
MagnEss Gly,13128201000001102
MagnEss-LAC SR,13128301000001106
Magnevist,9491101000001105
Magstar,11377001000001106
Maintelyte,92231000001102
Majoven XL,13285101000001109
Malarivon,9514001000001102
Malarone,9502701000001108
Maloff Protect,13059801000001102
Maloprim,9514101000001101
Mandafen,9458301000001107
Mandalyn Expectorant,9576501000001105
Mandalyn Paediatric,9581301000001100
Mandanol,9539101000001107
Mandanol (Hydroxypropyl methylcellulose),11469601000001109
Mandanol (sodium chloride),11084301000001108
Mandanol Plus,10545901000001107
Mandaprin,13127301000001105
Maneo,12093501000001104
Manerix,9491201000001103
Manevac,9502801000001104
Manorfen,9514201000001108
MANUKApli,10709501000001109
Manusept,9525901000001106
Mapemid XL,10109601000001101
Marcain,9539201000001100
Marcain Heavy,9468901000001101
Marcain with Adrenaline,9479501000001109
Marevan,9502901000001105
Mariosea XL,11471301000001106
Marol,9900401000001109
Martapan,11081101000001108
Maruxa,11713201000001103
Marvelon,9469001000001106
Masidemen,12465901000001100
Mastaflu,9514301000001104
Matever,11081401000001102
Matoride XL,12220201000001107
Matrifen,9514401000001107
Mavenclad,13083101000001100
Maviret,13079501000001103
Maxalt,9526001000001102
Maxalt Melt,9503001000001101
MaxEPA,9458401000001104
Maxidex,9526101000001101
Maxijul,9622401000001104
Maxijul LE,9625801000001105
Maxijul Super Soluble,9625901000001104
Maxipro,9622501000001100
Maxipro Super Soluble,9634001000001100
Maxisorb,9626001000001108
Maxitram SR,9904901000001106
Maxitrol,9503101000001100
Maxivent,9458501000001100
Maxolon,9585601000001109
Maxolon SR,9584201000001106
Maxtrex,9469101000001107
Maxtron,10100701000001103
Mayzent,116091000001102
MCR-50,9458601000001101
MCT Pepdite,9743701000001105
MCT Pepdite 1+,9737901000001101
MCT step 1,9741101000001108
MCTprocal,11376601000001100
Medabon Combipack,12230901000001104
Medicaid,9526301000001104
Medicoal,9526401000001107
Medihoney,9643301000001103
Medihoney Tulle,12755701000001104
Medijel,9491301000001107
Medikinet,9539301000001109
Medikinet XL,9491401000001104
Medinol,9578801000001109
Medised For Children,9579801000001101
Medizol,13114801000001102
Medocodene,9503201000001107
Medox,13275501000001107
Medrone,9479701000001103
Mefoxin,9469201000001100
Megace,9469301000001109
Meggezones,9582701000001109
Meijumet,13055601000001104
Mekinist,12639301000001107
Mektovi,13278301000001105
Melkine,13276801000001101
Melladerm,9745101000001105
Melladerm Plus,9743901000001107
Melleril,9514501000001106
Meltus Decongestant,9744301000001108
Mengivac,9479801000001107
Meningitec,9491501000001100
Menitorix,9469401000001101
Menjugate,9491601000001101
Menodoron,9622601000001101
Menogon,9503301000001103
Menopace,9638001000001105
Menopur,9503401000001106
Menorest,9526501000001106
Menoring,9643401000001106
MenQuadfi,154971000001101
Menstralite,12456701000001101
Mentaven XL,10706101000001108
Menthoderm,12910401000001102
Menthodex,9458701000001106
Menveo,10544501000001100
Mepact,10540301000001103
Mepradec,9469501000001102
Meptid,9514601000001105
Merbentyl,9503501000001105
Mercilon,9491701000001106
Meriofert,13080101000001108
Merional,9491801000001102
Meritene Energis,12472101000001104
Meritene Energis Soup,12472201000001106
Meritene Mobilis,12472301000001102
Merocaine,9576601000001109
Merocets,9581401000001108
Merocets Plus,9581501000001107
Meronem,9479901000001101
Mesitran,9665801000001104
Mesren MR,9526601000001105
Mestinon,9539401000001101
Mestinon retard,9458801000001102
Metabet SR,10711001000001102
Metalyse,9480001000001100
Metanium Cradle Cap,12741101000001100
Metanium Nappy Rash,12741001000001101
Metatone,9458901000001108
Meted,9459001000001103
Metenix,9526701000001100
Methadose,9530401000001107
Metharose,9480101000001104
Methofill,13082701000001108
Metoclomex,9514701000001100
Metoject,9459101000001102
Metoject PEN,12092201000001109
Metopirone,9514801000001109
Metosyn,9503601000001109
Metosyn FAPG,9469601000001103
Metrodin High Purity,9491901000001108
Metrogel,9492001000001100
Metrolyl,9503701000001104
Metrosa,9469701000001108
Metrotop,9526801000001109
Metrozol,9492101000001104
Metsol,9514901000001103
Metuxtan SR,13274801000001109
Metvix,9503801000001108
Metyrol XL,327881000001107
Mevalia PKU GMPowder,133371000001104
Mevalia PKU Motion,51731000001109
Mexitil,9503901000001102
Mexitil PL Perlongets,9480201000001106
Mezavant XL,9629701000001104
Mezolar Matrix,9629801000001108
Mezzopram,10971901000001101
Miacalcic,9539501000001102
Micanol,9526901000001103
Micardis,9492201000001106
MicardisPlus,9462201000001109
Micetal Dermal,10709801000001107
Micolette Micro-enema,9542701000001102
Micralax Micro-enema,9530301000001104
Microcat,13113701000001109
Microgynon 30,9515001000001103
Microgynon 30 ED,9738001000001104
Micronor,9492301000001102
Micronor HRT,9539601000001103
Micropirin,9515101000001102
Microval,9539701000001108
Microvisc,13116601000001106
Microvisc Plus,13116701000001101
Mictral,9492401000001105
Midetorin,11372301000001107
Midotense,13108501000001106
Midrid,9515201000001109
Mifegyne,9480301000001102
Migard,9469801000001104
Migrafen,9480401000001105
Migraitan,12217501000001103
Migraleve,9618101000001102
Migraleve Pink,9469901000001105
Migraleve Ultra,10364301000001101
Migraleve Yellow,9492501000001109
MigraMax,9584301000001102
Migril,9527001000001104
Mil-Par,9578901000001103
Mildison Lipocream,9504001000001104
Millinette,10548801000001106
Milton No.2,9539801000001104
Milupa lpd,9643501000001105
Milupa PKU 2,9629901000001102
Milupa PKU 3,9618201000001109
Milupa Prejomin,9634101000001104
Mimpara,9504101000001103
Minadex,9459201000001109
Minalka,9480501000001109
Minitran,9492601000001108
Minjuvi,94691000001109
Minocin,9539901000001105
Minocin MR,9504201000001105
Minodiab,9515301000001100
Mintec,9504301000001101
Mintreleq XL,12458101000001103
Minulet,9480601000001108
Miochol-E,9504401000001109
Miphtel,12466001000001109
Miprosed,92831000001103
Miradol,9480701000001103
Miraflow,9626101000001109
Mirapexin,9480801000001107
Mircera,9515401000001108
Mirena,9459301000001100
Mirvaso,12087701000001100
Misofen,11715001000001105
Mistamine,9480901000001101
Mitocin,10251000001105
Mitoxana,9504501000001108
Mivacron,9459401000001108
Mixtard 10 NovoLet,9584801000001107
Mixtard 10 Penfill,9515501000001107
Mixtard 20 NovoLet,9751601000001102
Mixtard 20 Penfill,9527101000001103
Mixtard 30,9492701000001103
Mixtard 30 InnoLet,9584001000001100
Mixtard 30 NovoLet,9584901000001101
Mixtard 30 Penfill,9459601000001106
Mixtard 40 NovoLet,9527201000001105
Mixtard 40 Penfill,9492801000001107
Mixtard 50 NovoLet,9459701000001101
Mixtard 50 Penfill,9470101000001105
Mizollen,9540001000001103
MMA / PA amino5,13282001000001102
MMA / PA Anamix Junior,13282401000001107
MMA / PA explore5,232181000001106
MMA / PA Maxamaid,9629001000001101
MMA / PA Maxamum,9629101000001100
MMA PA Anamix Infant,10110601000001105
Mobic,9540101000001102
Mobiflex,9459801000001105
Mobigel,10100601000001108
Modalim,9527301000001101
Modecate,9504701000001102
Modigraf,10539601000001101
Modisal LA,9527401000001109
Modisal XL,9481101000001106
Moditen,9492901000001101
Modjul,9643701000001104
Modrasone,9540201000001109
Modrenal,9504801000001106
Moducare,9643801000001108
Moducren,9493001000001105
Modulen IBD,9622701000001106
Moduret,9540301000001100
Moduretic,9504901000001100
Mogadon,9515601000001106
Moistueyes,154691000001105
Molap,12455701000001105
Molative,12857301000001105
Molaxole,10364601000001107
Molcer,9481201000001104
Molipaxin,9505001000001100
Molipaxin CR,9481301000001108
Molita,11974001000001108
Mollifeye,583691000001108
MolluDab,11715101000001106
Molutrex,11979101000001105
Monigen XL,9540401000001108
Monit,9459901000001104
Monit SR,9515701000001101
Monit XL,9505101000001104
Monoclate-P,9460001000001102
Monocor,9470201000001103
Monofer,10708801000001104
Monogen,9640501000001103
Monomax SR,9481401000001100
Monomax XL,9481501000001101
Monomil XL,9515801000001105
Mononine,9460101000001101
Monoparin,9515901000001104
Monoparin calcium,9585301000001103
Monopost,11709201000001104
Monosol,9643901000001102
Monosol-K,9640601000001104
Monosorb XL,9527501000001108
Monotard,9460201000001108
Monotrim,9527601000001107
Monovent,9527701000001102
Monovisc,12233501000001100
Monozide,9481601000001102
Monphytol,9493101000001106
Monuril,12466901000001108
Moonia,13283201000001101
Moorland,9505201000001106
Morcap SR,9516001000001108
MorEPA Mini Junior,11075301000001101
Morhulin,9493201000001104
Morphgesic SR,9460301000001104
Morvesin XL,9505301000001102
Motens,9516101000001109
Motifene,9481701000001107
Motilium,9493301000001108
Motilium Instants,10710201000001101
Motipress,9481801000001103
Motival,9540601000001106
Motrin,9540701000001101
Motusol,481891000001100
Mounjaro,634991000001102
Movelat,9505401000001105
Moventig,12607901000001105
Movicol,9540801000001105
Moviprep,9640701000001109
Moviprep A,9516201000001102
Moviprep B,9540901000001104
Movymia,31171000001106
Moxivig,10971801000001107
Mozobil,10368801000001102
MST Continus,9482001000001101
MSUD Aid,9739301000001108
MSUD amino5,13282101000001101
MSUD Analog,9741301000001105
MSUD Anamix Infant,10110001000001102
MSUD Anamix Junior,9640401000001102
MSUD Anamix Junior LQ,10373601000001103
MSUD cooler,9742901000001104
MSUD explore5,31231000001103
MSUD express,9738101000001103
MSUD gel,9741401000001102
MSUD Lophlex,233081000001101
MSUD Lophlex LQ,11468201000001101
MSUD Maxamaid,9738201000001105
MSUD Maxamum,9751001000001105
MucoClear,9895401000001108
Mucodyne,9541001000001108
Mucogel,9579901000001107
Mulpleo,71891000001101
Multaq,10543301000001105
Multi-Action Actifed,9739401000001100
Multi-Action Actifed Chesty Coughs,9738301000001101
Multi-Action Actifed Dry Coughs,9742101000001102
Multi-thick,13130601000001101
multiBic,13096301000001109
multiBic potassium-free,13096401000001101
Multibionta,9626201000001102
Multibionta 50+ Extra,9640801000001100
Multibionta 50+ Probiotic Multivitamin,9626301000001106
Multibionta Probiotic Multivitamin,9640901000001106
Multibionta Vitality Multivitamin,12911001000001102
MultiHance,9541101000001109
Multiparin,9470301000001107
Munalea,12094701000001107
Munuza,225481000001106
Murine,9541201000001102
Murine hayfever relief,12228201000001105
Muscinil,9516301000001106
Muse,9527801000001106
MXL,9470401000001104
Myalepta,10291000001104
Mycamine,9749201000001100
Mycifor XL,11478301000001103
Mycil (tolnaftate / benzalkonium chloride),12882201000001106
Mycil (tolnaftate / chlorhexidine),12882101000001104
"Mycil Athlete's Foot",12882301000001102
Mycobutin,9527901000001100
Mycota (undecenoic acid / dichlorophen),12882601000001108
Mycota (zinc undecenoate / undecenoic acid),12882501000001109
Mydrane,12761101000001109
Mydriacyl,9460601000001105
Mydriasert,11079801000001109
Mydrilate,9470501000001100
Myfenax,10711501000001106
Myfortic,9541301000001106
Mylafent,12091301000001105
Mylatrip,12864401000001104
Myleran,9482101000001100
Mylotarg,13116301000001100
Myloxifin,226591000001102
Myocet,9516401000001103
Myocrisin,9460701000001100
Myopridin,231281000001105
Myotonine,9528001000001103
Myoview,12640201000001107
Myozyme,9516501000001104
MyriBase,12751501000001107
Mysildecard,13291801000001103
Mysimba,13055901000001106
Mysodelle,12226601000001106
Mysoline,9493501000001101
NAC600,11469501000001105
Nacrez,11477301000001104
NACSYS,13084801000001106
Naglazyme,9528101000001102
Nalcrom,9460801000001109
Nalorex,9541401000001103
Namuscla,13284301000001107
Nandovar XL,11981101000001103
NanoScan,154331000001102
Nanotop,154581000001107
Napratec,9630001000001108
Naprosyn,9516601000001100
Naprosyn EC,9493601000001102
Naprosyn S/R,9482201000001107
Naramig,9516701000001105
Narcan,9528201000001109
Nardil,9482301000001103
Naropin,9528301000001100
Nasacort,9516801000001101
Nasciodine,9626401000001103
Naseptin,9505501000001109
Nasobec,9575801000001104
Nasofan,9577501000001107
Nasonex,9470601000001101
Nasosal,11970701000001103
Nastrosa,10972101000001105
Natecal,9634201000001106
Natpar,13084301000001101
Natracalm,10109101000001105
Natrasleep,10109001000001109
Natravene,9644001000001104
Natrilix,9482401000001106
Natrilix SR,9541501000001104
Natzon,11975601000001104
Navelbine,9541601000001100
Navidrex,9470701000001106
Navispare,9493701000001107
Navoban,9516901000001107
Nazdol MR,9907101000001102
Nebbaro,12087001000001102
Nebcin,9460901000001103
Nebido,9505601000001108
Nebilet,9528401000001108
Nebusal,10548901000001100
Neditol XL,11476001000001100
Negaban,9461001000001107
Negram,9470801000001102
NeisVac-C,9585401000001106
Neliprax,10714501000001108
Nemdatine,11716301000001102
Neo-Cortef,9493801000001103
Neo-Cytamen,9517001000001106
Neo-D,11371501000001109
Neo-Naclex,9461201000001101
Neo-Naclex-K,9587001000001109
Neocate,9626501000001104
Neocate Active,9644101000001103
Neocate Advance,9618301000001100
Neocate Junior,13033501000001103
Neocate LCP,9741501000001103
Neocate Nutra,10367301000001106
Neocate Spoon,11078001000001108
Neocate Syneo,13114901000001108
Neoclarityn,9470901000001108
Neofel XL,9461101000001108
Neofordex,13082901000001105
Neogest,9493901000001109
Neokay,10550101000001103
NeoMercazole,9528501000001107
Neoral,9494001000001107
NeoRecormon,9505801000001107
Neosporin,9517101000001107
Neotigason,9517201000001100
Neotren MR,9494101000001108
Neovent,11076201000001103
Neozipine XL,9541701000001105
Nephril,9505901000001101
Nephrotrans,92351000001101
Nepro,9618401000001108
Nepro HP,11970801000001107
Nerisone,9528601000001106
Nerlynx,51781000001108
Nestargel,9517301000001109
Netildex,378981000001104
Netillin,9585701000001104
Nettacin,378991000001102
Neulactil,9517401000001101
Neulasta,9528801000001105
Neulasta SureClick,9528901000001104
Neupogen,9494201000001101
Neupogen Singleject,9471001000001104
Neupro,9529001000001109
Neuraceq,482331000001101
NeuroBloc,9471101000001103
Neurontin,9461401000001102
Neutratop,9494301000001105
Neutrogena Norwegian Formula,9739601000001102
Neutrogena Norwegian Formula Intense Repair foot,9899101000001100
Neutrogena Norwegian Formula Moisturisation foot,9739501000001101
Neutrogena T/Gel shampoo for dry,9744801000001103
Neutrogena T/Gel shampoo for greasy,9744901000001109
Neutrogena T/Gel shampoo for sensitive,11078501000001104
Neutrogena T/Gel Therapeutic,9626601000001100
Nevanac,10108001000001103
NewGel+E,10975101000001102
Nexavar,9529101000001105
Nexium,9482501000001105
NexoBrid,12856701000001106
Nexocin EC,13287201000001106
Nexplanon,10709001000001100
Ngenla,379031000001106
Niaspan,9461501000001103
Niatin,11467001000001106
Nibix,13056301000001104
Nicam,9506001000001105
"Nice 'n Clear",9575201000001100
Nicef,9482601000001109
NicoBloc,9641001000001102
Nicobrevin,9622801000001102
Nicopass,9644301000001101
Nicopatch,9529201000001103
Nicorette,9506101000001106
Nicorette combi,10372801000001108
Nicorette Icy White,10101801000001103
Nicorette invisi,9905501000001102
Nicorette Microtab,9541801000001101
Nicorette QuickMist,10973401000001109
Nicotinell,9517501000001102
Nicotinell Classic,9494501000001103
Nicotinell TTS,9541901000001107
Niddaryl,9641101000001101
Nidef,13059501000001100
Nifedipress MR,9494601000001104
Niferex,9580001000001108
Nifopress MR,9750801000001107
Nifopress Retard,9529301000001107
Night Nurse,9576701000001104
Night Nurse Hot Lemon Menthol,11079901000001103
Nightcalm,9579001000001108
Nilaqua,175081000001102
Nilemdo,230031000001107
Nimbex,9529401000001104
Nimenrix,11375101000001102
Nimodrel XL,9542001000001104
Nimotop,9494701000001109
Nimvastid,11078601000001100
Nindaxa,9461601000001104
Nine Lives,9634301000001102
Ninlaro,12911101000001101
Niopam,9281901000001108
Nipatra,11715901000001109
Nipent,9282001000001100
NiQuitin,9281701000001106
NiQuitin Clear,9281801000001102
Nirolex Chesty Cough & Congestion Relief linctus,10707601000001102
Nirolex Chesty Coughs with Decongestant,9738401000001109
Nirolex Dry Cough,9738501000001108
Nirolex Night Cold and Flu,9738601000001107
Nirolex Night Time Coughs,9742301000001100
Nithiodote,13114601000001101
Nitro-Dur,9471201000001105
Nitrocine,9529501000001100
Nitrolingual,9517601000001103
Nitromin,9461701000001109
Nitronal,9494801000001100
Nivaquine,9517701000001108
Nivemycin,9471301000001101
Nivestim,10548101000001103
Nizoral,9517801000001104
Nizorelle,10545501000001104
NKH Anamix Infant,10111001000001107
Nobligan,9630101000001109
Nocutil,9506201000001104
Nolvadex,9517901000001105
Nootropil,9506301000001108
Noqdirna,12809201000001103
Noradran Bronchial,11470001000001103
Noravid,12091401000001102
Norcuron,9461801000001100
Nordimet,13030201000001107
Norditropin FlexPro,227181000001107
Norditropin NordiFlex,10975501000001107
Norditropin SimpleXx,9471401000001109
Norgalax,9518001000001107
Norgeston,9471501000001108
Noriday,9529601000001101
Norimin,9542101000001103
Norimode,9542201000001105
Norinyl-1,9482701000001104
Noristerat,9529701000001106
Norit,9542301000001101
Noritate,9471601000001107
Normacol,9471701000001102
Normacol Plus,9542401000001109
Normaloe,9461901000001106
Normasol,9622901000001108
Normax,9471801000001106
Normosang,9506401000001100
Norphyllin SR,9482801000001108
Norprolac,9506501000001101
Norvir,9529801000001102
Norzol,9587401000001104
Nostroline,9576801000001108
Noubid,502071000001108
Nourisil,13130901000001108
Novantrone,9482901000001102
Novasource GI Control,9623001000001104
Novasource GI Forte,9618501000001107
Novasource GI Junior,9644401000001109
Novasource Peptide,9634401000001105
Novgos,10365501000001109
NovoEight,12092801000001105
Novofem,9623101000001103
NovoMix 30 FlexPen,9529901000001108
NovoMix 30 Penfill,9483001000001106
NovoNorm,9585801000001108
NovoRapid,9518101000001108
NovoRapid FlexPen,9585001000001101
NovoRapid FlexTouch,11077001000001107
NovoRapid Novolet,9506601000001102
NovoRapid Penfill,9542501000001108
NovoRapid PumpCart,12218801000001101
NovoSeven,9530001000001102
NovoThirteen,482091000001102
Nowax,9577601000001106
Noxafil,9506701000001107
Noxyflex-S,9518201000001101
Noyada,11980601000001101
Nozinan,9542601000001107
Nozoil,9618601000001106
Nplate,10366501000001101
Nu-Seals,9282101000001104
Nubain,9495001000001106
Nubeqa,226671000001100
Nucala,12642101000001101
Nuelin,9462101000001102
Nuelin SA,9530201000001108
Nulbia,13085401000001105
Nulojix,11072601000001102
Numeta G13%E Preterm,12857501000001103
Numeta G16%E,12857401000001102
Numeta G19%E,229231000001108
Nupercainal,9282201000001106
Nurofen,9282301000001102
Nurofen Advance,9282401000001105
Nurofen Back Pain SR,9282501000001109
Nurofen Cold and Flu,9282601000001108
Nurofen Express,9282701000001103
Nurofen Joint & Back Pain Relief,12643101000001108
Nurofen Joint & Muscular Pain Relief,13272501000001100
Nurofen Long Lasting,9282801000001107
Nurofen Meltlets,9282901000001101
Nurofen Migraine Pain,9283001000001105
Nurofen Plus,9283101000001106
Nurofen Recovery,9283201000001104
Nurofen Sinus,9283301000001108
Nurofen Sinus Pressure & Headache Relief,12643201000001101
Nurofen Tension Headache,9283401000001100
Nuromol,10973501000001108
Nurse Harveys,9283501000001101
Nurse Sykes,9283601000001102
Nustendi,230071000001109
Nutilis,9618701000001101
Nutilis Clear,13116101000001102
Nutilis Complete,11478501000001105
Nutilis Fruit,9680101000001101
Nutra-E,13286401000001108
Nutracel,9623201000001105
Nutralia,9283701000001107
Nutramigen,9626701000001105
Nutramigen 1,9630201000001102
Nutramigen 1 with LGG,12613301000001104
Nutramigen 2,9618801000001105
Nutramigen 2 with LGG,12613201000001108
Nutramigen 3 with LGG,13108801000001109
Nutramigen AA LIPIL,9630301000001106
Nutraplus,9283801000001103
Nutratain,227991000001106
Nutricia Hydrolysed,175431000001109
Nutricia preOp,9618901000001104
Nutricomp Drink Plus,12808501000001107
Nutricomp Drink Plus Fibre,13086201000001104
Nutricrem,11970901000001101
Nutriflex basal,10373901000001105
NuTRIflex Lipid plus without Electrolytes,10102401000001106
NuTRIflex Lipid Special,9641301000001104
Nutriflex Omega Special,11472701000001102
Nutriflex peri,10373801000001104
Nutriflex plus,10374001000001108
Nutriflex special,10374201000001102
Nutrigen Ferromixin,10370101000001104
Nutrigen Omega,12091501000001103
Nutrigen Vitamixin,10370001000001100
Nutrineal PD4,9638101000001106
Nutrini,9619001000001109
Nutrini Energy,9623301000001101
Nutrini Energy Multifibre,9634501000001109
Nutrini Low Energy Multifibre,9634601000001108
Nutrini Multifibre,9630401000001103
Nutrini Pepti,9623401000001109
Nutrini Peptisorb Energy,12808601000001106
NutriPlan,11716401000001105
Nutriplen Protein,11971101000001106
Nutriprem 1,11974501000001104
Nutriprem 2,9623501000001108
Nutrison,9619301000001107
Nutrison 1000 Complete Multi Fibre,9630501000001104
Nutrison 1200 Complete Multi Fibre,9634701000001103
Nutrison 800 Complete Multi Fibre,11083601000001100
Nutrison Concentrated,9630601000001100
Nutrison Diason Energy HP,93181000001103
Nutrison Energy,9619101000001105
Nutrison Low Sodium,9623601000001107
Nutrison MCT,9638201000001104
Nutrison Multi Fibre,9634801000001107
Nutrison Protein Advance,12222101000001101
Nutrison Protein Intense,10431000001104
Nutrison Protein Plus,9619201000001103
Nutrison Protein Plus Energy,341000001105
Nutrison Protein Plus Multifibre,9641401000001107
Nutrison Protein Shot,174871000001105
Nutrison Soya,9638301000001108
Nutrison Soya Multi Fibre,9627001000001106
Nutrison water,9626901000001107
Nutrizym,9283901000001109
Nutrizym GR,9284001000001107
Nutrof Total,12784201000001103
NutropinAq,9284101000001108
Nutryelt,231571000001105
NuvaRing,10103201000001100
Nuvelle,9627101000001107
Nuvelle Continuous,9284201000001101
Nuvelle TS,9619401000001104
Nuvelle TS Phase I,9284301000001105
Nuvelle TS Phase II,9284401000001102
Nuwiq,12225401000001103
Nycopren,9284501000001103
Nylax,9284601000001104
Nyogel,9284701000001109
Nystaform,9284801000001100
Nystaform HC,9284901000001106
Nystamont,9285001000001106
Nystan,9285101000001107
Nytol,12882901000001101
Nytol Herbal,12883301000001108
Nytol Herbal Simply Sleep and Calm,12883101000001106
Nytol Herbal Simply Sleep One-A-Night,13130401000001104
Nyxoid,13271901000001101
O-Due,9285401000001101
Obesimed,10977701000001108
Obifen,9285501000001102
Obizur,12755201000001107
Ocaliva,12910701000001109
Occlusal - brand name,9285601000001103
Ocrevus,13096001000001106
Octagam,9285701000001108
Octanate LV,13118601000001107
Octaplas,10102501000001105
OctaplasLG,11980201000001103
Octaplex,10102601000001109
Octasa,92551000001105
Octasa MR,10971601000001108
Octenicare,13276401000001103
Octenident,94071000001101
Octenilin,10367001000001108
Octenisan,9749701000001108
Octim,9285801000001104
Octreoscan,12459901000001109
Ocu-Lube,12760101000001102
Ocu-Lube Carbomer,13288201000001105
Ocu-Lube Carmellose,13288301000001101
Ocu-Lube HA,13288401000001109
OcuCoat,12095101000001105
Ocufen,9285901000001105
Ocufresh,13276701000001105
Oculotect,9286001000001101
Ocusan,9899501000001105
Ocuvite Complete,10546301000001100
Ocuvite Lutein,9286101000001100
Odaban,9286301000001103
Odefsey,12783401000001102
ODM5,12617001000001109
Odrik,9286401000001106
Oestrogel,9286501000001105
Ofcram PR,12220301000001103
Ofev,12616001000001106
Oftaox,5121000001101
Oftaquix,9286601000001109
Ogluo,93821000001105
Okedi,348181000001102
Olatuton,51281000001100
Olbas,9286901000001102
Olbas PowerFlu,9584601000001108
Olbetam,9287101000001102
Oldaram,9905701000001108
Oleax,12629101000001108
Olena,12087401000001107
Oliclinomel N4-550E,9287201000001109
Oliclinomel N4-720E,9287301000001100
Oliclinomel N5-800E,9287401000001108
Oliclinomel N6-900,9287501000001107
Oliclinomel N6-900E,9287601000001106
Oliclinomel N7-1000,9287701000001101
Oliclinomel N7-1000E,9287801000001105
Oliclinomel N8-800,9287901000001104
Olmetec,9288001000001102
Olmetec Plus,9288101000001101
Olumiant,13035401000001103
Olysio,12093101000001109
Omacor,9288201000001108
Omeflex peri,227371000001108
Omeflex plus,11471601000001100
Omeflex special,227081000001108
Omeflex special without electrolytes,227871000001101
Omega Plus,9288301000001104
Omegaven,10108601000001106
Omeran,9288401000001107
Omicur,11083701000001105
Omnic MR,9288701000001100
Omnipaque,9288801000001109
Omniscan,9288901000001103
Omnitrope,9289001000001108
Omnitrope Pen,11974201000001102
Omnitrope SurePal,11974301000001106
Omsula,233271000001109
Onbrez Breezhaler,10546601000001106
Oncaspar,13289701000001107
OncoTICE,9289101000001109
Oncovin,9289201000001102
Ondemet,9289301000001106
Ondexxya,10331000001109
One-Alpha,9289401000001103
Onexila XL,13017501000001101
Ongavia,482371000001104
Ongentys,12836701000001105
Onglyza,10367401000001103
Onivyde,13017601000001102
Onkotrone,9289501000001104
Onpattro,10571000001101
Onsenal,10546901000001104
Ontozry,175231000001108
Ontruzant,13109801000001101
Onureg,675841000001104
Opatanol,9289601000001100
Opazimes,9289701000001105
Opdivo,12468901000001107
Ophteis,93271000001105
Ophteis+,93281000001107
OphteisBIO,93291000001109
OphteisMAX,93331000001104
Opilon,9289801000001101
Opiodur,11977101000001103
Opizone,9289901000001107
Oprymea,10714601000001107
Opsil,9894801000001109
Opsumit,11980801000001102
Optaflu,10105801000001100
Optho-Lique,12886601000001109
Opti-1,9568501000001104
Opti-Free Express,9750701000001103
Opticrom,9290001000001103
Optifast,10713401000001106
Optifibre,9645101000001104
OptiFlo G,9557301000001102
OptiFlo R,9559801000001103
OptiFlo S,9565001000001104
Optil,9290101000001102
Optilast,9290201000001109
OptiLube,10710001000001107
OptiLube Active,11072001000001105
OptiLube Active CHG Free,12887401000001108
Optimax,9290301000001100
Optimine,9290401000001108
Optiray,9290501000001107
Optison,13033801000001100
Optivate,9290601000001106
Optive,9899301000001103
Optive Advance,94631000001108
Optive Fusion,11981601000001107
Optive Plus,11375601000001106
Optrex,9290701000001101
Optrex Allergy,9290801000001105
Optrex Bacterial Conjunctivitis,12881701000001106
Optrex Bloodshot,10974001000001102
Optrex Comforting,9290901000001104
Optrex Emergency,9560001000001106
Optrex Eye Dew,9291001000001108
Optrex Hayfever Relief,12642901000001103
Optrex Infected Eyes,9291101000001109
Optrex Multi Action,10974201000001108
Optrex Red Eyes,9291201000001102
Optrex Sore Eyes,9291301000001106
Orabase,9560101000001107
Orajel,9291401000001103
Orakay,9291501000001104
Oral B Sensitive,9291601000001100
Oral Impact,10540701000001104
Oraldene,9291701000001105
Oramorph,9291801000001101
oraNurse,245771000001102
Orap,9291901000001107
Oraqix,9292001000001104
Orbifen,9292101000001103
Orbifen Cold & Flu,9903701000001107
Orelox,9292201000001105
Orencia,9292301000001101
Orencia ClickJect,12467801000001100
Orfadin,9292401000001109
Orgalutran,9292501000001108
Orgaran,9292601000001107
Orgran,9630701000001105
Original Andrews Salts,9739801000001103
Original Cabdrivers,9739901000001109
Original Phensic,9740001000001102
Orimeten,9292701000001102
Orkambi,12646301000001100
Orladeyo,175391000001103
Orlept,9292801000001106
Orlept SF,9292901000001100
